-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
0.0000409 0.0000728 0.0000185 0.0001196 0.0000128 -0.0000234 -0.0000427 -0.0000439 0.0001132 0.0000129 0.0000770 -0.0000895 -0.0000126 0.0000404 -0.0000559 -0.0000081 -0.0000004 0.0000734 -0.0001422 -0.0000499 0.0000062 0.0001159 0.0000186 0.0000210 0.0000181 0.0000657 -0.0002377 0.0002537 -0.0000054 0.0000767 0.0000160 0.0000187 0.0000575 0.0000238 0.0000082 -0.0000048 0.0000143 0.0000100 0.0000097 -0.0000897 0.0000397 0.0000259 -0.0000452 0.0000497 0.0000123 -0.0000099 0.0000888 -0.0002762
0.0000363 0.0002319 0.0000260 0.0002426 0.0000007 0.0000504 0.0001367 0.0001601 0.0000720 0.0001950 0.0000204 0.0000171 -0.0000109 0.0001266 -0.0000215 0.0001497 -0.0000095 0.0001653 -0.0001343 0.0001564 0.0000989 0.0002116 -0.0000385 0.0001055 0.0000535 0.0002247 -0.0000268 0.0004126 -0.0000226 0.0001586 0.0000020 0.0000895 0.0001213 0.0000742 -0.0000289 -0.0000549 -0.0000253 0.0002059 -0.0002388 -0.0006724 0.0000651 0.0001347 0.0000416 0.0000330 0.0000087 0.0000875 -0.0001905 -0.0011685
0.0000003 0.0001584 0.0000095 0.0000968 0.0000515 0.0000271 -0.0000559 0.0000398 0.0000606 0.0000099 0.0000461 -0.0000096 -0.0001212 0.0001213 0.0000609 -0.0000335 -0.0000044 -0.0000100 0.0000699 -0.0000742 -0.0000032 0.0000275 -0.0000266 -0.0000292 0.0000322 0.0001115 -0.0000163 0.0000807 -0.0000829 -0.0000068 0.0000038 0.0000219 -0.0000064 -0.0000022 -0.0000301 -0.0000753 0.0000428 -0.0000437 -0.0000189 -0.0004784 0.0000600 -0.0000554 0.0000284 -0.0001075 -0.0000091 0.0000205 -0.0002099 -0.0006919
-0.0000043 -0.0002916 -0.0000242 -0.0002671 0.0000127 -0.0000676 -0.0001372 -0.0002293 0.0000251 -0.0003564 0.0000368 -0.0001347 -0.0000867 -0.0001193 0.0000229 -0.0003169 0.0000109 -0.0002600 -0.0001787 -0.0002407 -0.0000169 -0.0003796 -0.0000258 -0.0002595 -0.0000226 -0.0001847 -0.0004195 -0.0000395 -0.0000196 -0.0003519 0.0000240 -0.0001422 0.0000348 -0.0002900 0.0000009 -0.0000897 -0.0000438 -0.0002977 0.0001326 0.0001846 -0.0000212 -0.0002961 -0.0000449 -0.0002979 0.0000205 -0.0002797 0.0004098 0.0006823
-0.0000336 -0.0002232 0.0000007 -0.0001405 0.0000061 -0.0001123 0.0000196 -0.0002174 0.0000012 -0.0001473 -0.0000042 -0.0001297 0.0000515 -0.0001484 0.0000401 -0.0002805 0.0000442 -0.0002327 -0.0001594 -0.0002075 0.0000508 -0.0001907 -0.0000158 -0.0001066 0.0000056 -0.0000697 -0.0000373 -0.0001497 0.0000123 -0.0002050 0.0000280 -0.0000802 0.0000895 -0.0001889 -0.0000321 -0.0000553 -0.0000258 -0.0000593 -0.0001410 -0.0001475 0.0000039 -0.0001822 0.0000304 -0.0002470 -0.0000160 -0.0001101 0.0000947 0.0000915
-0.0000268 0.0001088 0.0000248 0.0000870 0.0000598 -0.0000212 -0.0000873 0.0001331 0.0000639 0.0000848 0.0000297 -0.0000520 0.0001030 -0.0000651 0.0000595 -0.0000863 0.0000166 -0.0000523 -0.0000738 -0.0000719 0.0000150 0.0000581 -0.0000150 0.0001087 0.0000336 0.0000640 0.0000381 -0.0000064 0.0000178 0.0000479 0.0000293 0.0000891 -0.0000272 0.0001191 0.0000337 0.0001300 0.0000651 0.0001022 0.0000960 0.0001893 0.0000394 0.0000396 0.0000230 -0.0000726 -0.0000861 0.0001553 0.0000591 0.0002766
0.0000608 0.0003722 0.0000111 0.0001880 0.0000146 0.0001524 -0.0001681 0.0002502 0.0000257 -0.0000195 0.0000073 0.0000030 0.0001128 -0.0001041 -0.0000920 -0.0000515 -0.0000225 -0.0000649 -0.0001303 -0.0000674 0.0000590 -0.0002392 -0.0000344 -0.0000365 0.0000227 0.0000230 -0.0002755 0.0000405 0.0000766 -0.0001680 0.0000206 -0.0000058 0.0000234 -0.0000206 0.0000673 -0.0000229 0.0000086 -0.0000618 0.0000941 -0.0001018 -0.0000268 -0.0001461 -0.0000873 -0.0001290 0.0000235 -0.0001136 0.0002040 0.0000825
0.0000038 -0.0001049 -0.0000372 -0.0002159 -0.0000423 0.0000552 0.0000103 -0.0003649 -0.0000563 -0.0003696 -0.0000467 -0.0000917 0.0000249 -0.0002949 -0.0001061 -0.0002791 -0.0000551 -0.0002997 -0.0001712 -0.0001712 -0.0000090 -0.0006053 -0.0000679 -0.0003293 0.0000210 -0.0001147 0.0001474 -0.0006699 0.0000044 -0.0004295 0.0000114 -0.0002133 0.0000416 -0.0003375 -0.0000032 -0.0002156 -0.0001028 -0.0003237 -0.0001221 -0.0003902 -0.0000230 -0.0006039 -0.0000010 -0.0004207 -0.0000147 -0.0004492 0.0000274 -0.0000936
-0.0000780 -0.0005828 -0.0000445 -0.0004380 0.0000057 -0.0001359 -0.0001576 -0.0006115 -0.0000360 -0.0003404 0.0000550 -0.0002844 -0.0000020 -0.0003762 0.0000258 -0.0003914 -0.0001143 -0.0002857 -0.0000748 -0.0004118 0.0000466 -0.0005290 -0.0000367 -0.0002695 0.0000318 -0.0000769 0.0003679 -0.0009898 -0.0000352 -0.0003595 0.0000192 -0.0001629 -0.0000654 -0.0002243 0.0000006 -0.0001036 0.0000123 -0.0002352 -0.0000190 -0.0003750 0.0000100 -0.0004620 -0.0000055 -0.0004207 -0.0000906 -0.0003034 -0.0000940 -0.0000646
0.0000135 -0.0002239 -0.0000087 -0.0001166 0.0000558 -0.0001040 -0.0001548 -0.0003441 0.0000538 -0.0000996 0.0000573 -0.0001975 0.0000331 -0.0002433 -0.0000258 -0.0001940 -0.0001416 -0.0000832 0.0000363 -0.0003378 0.0001098 -0.0003254 -0.0000007 -0.0001029 0.0000416 0.0000306 0.0002337 -0.0005537 0.0000179 -0.0002103 0.0000342 -0.0000313 0.0000443 -0.0001472 0.0000450 0.0000019 0.0000835 -0.0000515 -0.0000164 -0.0001086 0.0000596 -0.0002581 -0.0000743 -0.0002877 0.0000366 -0.0001582 0.0002519 -0.0002829
0.0000331 0.0002935 0.0000284 0.0003020 0.0000249 0.0001398 0.0004242 -0.0004532 0.0000679 0.0002706 0.0000381 -0.0000150 0.0000517 0.0000371 0.0000598 -0.0000789 -0.0000623 0.0000640 0.0001946 -0.0002842 0.0000550 -0.0000086 -0.0000012 -0.0000608 0.0000427 0.0000911 0.0001292 -0.0002160 0.0000337 -0.0002357 0.0000275 -0.0000269 0.0000464 -0.0001546 0.0000081 -0.0000515 -0.0000232 -0.0000839 -0.0001136 -0.0001185 0.0000847 -0.0003783 -0.0000258 -0.0003315 -0.0000543 -0.0001909 0.0001160 -0.0001794
-0.0000671 -0.0000501 0.0000033 -0.0000420 0.0000564 0.0000333 -0.0001743 -0.0003036 -0.0000256 -0.0000553 0.0000987 -0.0001709 0.0000448 -0.0001771 0.0001410 -0.0003025 -0.0000296 -0.0002207 0.0002219 -0.0005001 -0.0000496 -0.0003875 -0.0000276 -0.0003227 0.0000336 -0.0000202 -0.0000873 -0.0004518 -0.0000286 -0.0005230 0.0000194 -0.0002114 -0.0000250 -0.0003344 0.0000237 -0.0002284 0.0000011 -0.0003538 0.0000488 -0.0005015 0.0000069 -0.0005880 -0.0000187 -0.0005364 -0.0001553 -0.0003855 -0.0002251 -0.0001110
-0.0000594 -0.0007109 -0.0000372 -0.0005497 0.0000280 -0.0002735 -0.0006325 -0.0005615 -0.0000044 -0.0005923 0.0000081 -0.0002932 -0.0000311 -0.0004444 -0.0000290 -0.0003947 -0.0001356 -0.0004281 -0.0000102 -0.0006226 -0.0000688 -0.0008296 -0.0000714 -0.0004250 0.0000346 -0.0001053 -0.0000707 -0.0007179 -0.0000069 -0.0005925 0.0000296 -0.0002404 0.0000791 -0.0004612 0.0000431 -0.0002115 0.0000124 -0.0003196 0.0000918 -0.0004845 -0.0000725 -0.0004887 -0.0000386 -0.0005952 -0.0000139 -0.0004533 0.0001222 -0.0004141
-0.0000387 -0.0003972 -0.0000145 -0.0002385 -0.0000355 -0.0001980 0.0001343 -0.0008132 -0.0000234 -0.0002567 -0.0001117 -0.0001468 -0.0000648 -0.0002077 -0.0000193 -0.0002636 -0.0000763 -0.0002429 -0.0000729 -0.0004833 0.0000161 -0.0005058 -0.0001019 -0.0001973 0.0000524 -0.0000151 -0.0000464 -0.0005411 0.0000072 -0.0003868 0.0000320 -0.0001113 0.0001009 -0.0003173 0.0000378 -0.0000758 -0.0000702 -0.0000624 -0.0000927 -0.0001224 -0.0000746 -0.0003220 -0.0000038 -0.0005205 -0.0000096 -0.0003600 0.0001532 -0.0003220
-0.0000286 0.0000766 0.0000215 0.0001603 0.0000397 -0.0000708 0.0001115 -0.0004496 -0.0000178 0.0001761 -0.0000754 -0.0000386 -0.0000722 0.0000456 0.0000876 -0.0001213 0.0000592 -0.0001071 0.0001655 -0.0004877 0.0000355 -0.0000868 -0.0000119 0.0000272 0.0000559 0.0001500 0.0000110 -0.0002359 -0.0000091 -0.0000772 0.0000204 0.0000829 0.0000300 -0.0000691 0.0000736 0.0000761 0.0000034 0.0000882 -0.0000802 0.0001389 -0.0000573 -0.0001921 0.0000042 -0.0003175 -0.0001233 -0.0001592 -0.0002629 0.0000668
-0.0000279 -0.0000925 -0.0000137 -0.0000515 0.0000492 -0.0001019 -0.0004251 -0.0002216 0.0000780 -0.0001686 0.0000444 -0.0001052 -0.0000768 -0.0000984 -0.0000323 -0.0000882 -0.0000322 -0.0001971 -0.0000358 -0.0003402 0.0000061 -0.0004574 -0.0000366 -0.0001670 0.0000325 0.0000712 0.0000752 -0.0004672 -0.0000258 -0.0003157 -0.0000023 -0.0000183 -0.0000209 -0.0001805 0.0000444 -0.0000079 0.0000139 -0.0001671 -0.0000234 -0.0001836 -0.0000190 -0.0004952 -0.0001065 -0.0003473 -0.0000342 -0.0003902 -0.0000992 -0.0001369
-0.0000889 -0.0004885 -0.0000648 -0.0003687 -0.0000497 -0.0001571 0.0002175 -0.0011264 0.0000075 -0.0005609 0.0000490 -0.0002349 -0.0000150 -0.0003931 -0.0001400 -0.0002362 -0.0000734 -0.0004057 -0.0002232 -0.0004785 -0.0000719 -0.0009045 -0.0000883 -0.0004620 0.0000335 -0.0000968 0.0001452 -0.0008584 -0.0000932 -0.0006221 -0.0000057 -0.0002408 0.0000122 -0.0004494 -0.0000167 -0.0001630 -0.0000771 -0.0003620 -0.0000800 -0.0004725 -0.0000013 -0.0007504 -0.0001198 -0.0005244 0.0000144 -0.0006516 0.0001895 -0.0005435
-0.0000993 -0.0003282 -0.0000329 -0.0001592 -0.0000128 -0.0001464 0.0003676 -0.0011142 -0.0000976 -0.0002059 -0.0000399 -0.0002072 0.0000107 -0.0002953 0.0000149 -0.0002914 -0.0000836 -0.0002267 0.0001937 -0.0008572 -0.0000959 -0.0005823 -0.0000170 -0.0003562 0.0000441 -0.0000164 0.0000439 -0.0006295 -0.0000767 -0.0004252 0.0000068 -0.0001600 -0.0000101 -0.0003213 0.0000075 -0.0000916 -0.0000326 -0.0002179 -0.0000754 -0.0002578 -0.0000043 -0.0005647 -0.0000227 -0.0004330 -0.0001227 -0.0004221 -0.0000273 -0.0002760
-0.0000567 -0.0000192 0.0000167 0.0000834 0.0000520 -0.0000770 -0.0003940 -0.0003292 0.0000762 0.0000279 0.0000518 -0.0001245 -0.0000214 -0.0000603 0.0001417 -0.0002470 -0.0001073 0.0000200 0.0002513 -0.0007565 0.0000322 -0.0003438 -0.0000388 -0.0000928 0.0000463 0.0001389 0.0001676 -0.0005653 0.0000008 -0.0001790 0.0000308 0.0000151 -0.0000319 -0.0000671 0.0000263 0.0001261 0.0000710 -0.0000299 0.0000290 -0.0000850 0.0000297 -0.0003109 0.0000373 -0.0003461 -0.0000364 -0.0002485 -0.0000920 0.0000418
-0.0000343 0.0000058 -0.0000170 0.0000018 0.0000540 -0.0000398 -0.0001041 -0.0005359 0.0000907 -0.0002008 0.0001450 -0.0001312 -0.0000120 -0.0001918 -0.0000753 -0.0001174 -0.0000931 -0.0001482 -0.0001880 -0.0003672 0.0000349 -0.0006617 -0.0000990 -0.0002552 0.0000298 0.0000930 0.0000258 -0.0007472 -0.0000104 -0.0003825 0.0000154 -0.0000719 -0.0000367 -0.0002242 -0.0000013 0.0000275 -0.0000179 -0.0001275 -0.0000585 -0.0002026 -0.0000258 -0.0004141 0.0000057 -0.0004313 -0.0000469 -0.0003724 0.0001046 -0.0002445
-0.0001390 -0.0003997 -0.0000658 -0.0003372 0.0000285 -0.0001330 0.0002660 -0.0011167 -0.0001988 -0.0003645 -0.0000862 -0.0001348 -0.0000587 -0.0004107 -0.0000460 -0.0003633 -0.0000843 -0.0004676 -0.0001781 -0.0004743 -0.0000196 -0.0010811 -0.0001427 -0.0005411 0.0000136 -0.0000516 0.0001035 -0.0011351 -0.0000068 -0.0007813 -0.0000148 -0.0002715 -0.0000633 -0.0004849 -0.0000193 -0.0002077 -0.0001634 -0.0002792 -0.0001726 -0.0004877 -0.0000575 -0.0007537 -0.0000258 -0.0005886 -0.0001151 -0.0005948 0.0000051 -0.0004724
